[2024-06-25T15:14:38.066] [INFO] Info - {"From":"APP","Date":"2024-06-25T09:44:38.065Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"66793a7d23e5990f2491ff16"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T15:56:25.299] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:26:25.298Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"66793a7d23e5990f2491ff16"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T15:57:37.589] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:27:37.589Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:03:56.651] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:33:56.651Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.288] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.288Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.306] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.306Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.329] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.329Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.336] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.336Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.354] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.354Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.379] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.379Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.416] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.416Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.432] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.431Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.436] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.436Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.458] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.458Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.487] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.487Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.504] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.503Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.526] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.526Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.555] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.555Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.572] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.572Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.595] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.595Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.621] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.620Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.639] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.639Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.663] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.663Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.668] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.668Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.684] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.684Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.723] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.722Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.730] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.730Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.737] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.737Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.766] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.766Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.782] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.782Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.788] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.788Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.817] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.817Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.822] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.822Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.834] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.834Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.863] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.863Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.869] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.868Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.902] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.902Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.908] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.907Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.921] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.921Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.948] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.948Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.955] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.955Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.970] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.970Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:51.998] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:51.998Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.003] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.002Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.034] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.034Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.047] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.047Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.052] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.052Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.073] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.073Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.104] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.104Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.115] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.115Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.138] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.138Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.152] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.152Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.169] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.169Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.193] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.192Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.202] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.202Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.219] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.219Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.234] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.234Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.255] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.255Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.277] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.277Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.302] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.302Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.320] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.320Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.347] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.347Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.353] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.353Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.372] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.372Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.408] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.408Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.451] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.451Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.475] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.475Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.477] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.477Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.504] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.504Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.514] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.514Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.516] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.516Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.520] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.520Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.544] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.544Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.569] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.569Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.584] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.584Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.614] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.614Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:23:52.620] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:53:52.620Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
